id,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,release_year,review_score
159,"In keeping with his background in television sitcoms, Sam Weisman directs the cameo-filled comedy Dickie Roberts: Former Child Star. Dickie Roberts (David Spade) was a child actor on the hit TV show ""The Glimmer Gang"" and remains remembered for a particular catch phrase. Now in his thirties, he finds work as a parking valet and spends time with other nominal child stars (enter cameos by Danny Bonaduce, Corey Feldman, and the like). Wanting to make a comeback, he manages to get an audition with director Rob Reiner. When the role requires him to be normal, he decides to hire a normal family in order to relive the childhood he missed out on. He ends up with sleazy salesman George Finney (Craig Bierko) and his loving wife, Grace (Mary McCormack). Dickie shares a room with their two kids: sunny daughter Sally (Jenna Boyd) and impressionable son Sam (Scott Tessa). Former child star Alyssa Milano appears as Dickie's girlfriend, Cyndi.",PG-13,Comedy,Sam Weisman,,2003-09-03,"Feb 17, 2004",$,22715908.0,98 minutes,Paramount Pictures,2003,23
160,"""The Vertical Limit"" is a high-adrenaline tale of a young climber who must launch a treacherous and extraordinary rescue effort up K-2, the world's second highest peak, to save his sister and her summit team in a race against time.",PG-13,Action and Adventure,Martin Campbell,Robert King|Terry Hayes,2000-12-08,"May 22, 2001",$,67771442.0,124 minutes,Columbia Pictures,2000,47
160,"""The Vertical Limit"" is a high-adrenaline tale of a young climber who must launch a treacherous and extraordinary rescue effort up K-2, the world's second highest peak, to save his sister and her summit team in a race against time.",PG-13,Drama,Martin Campbell,Robert King|Terry Hayes,2000-12-08,"May 22, 2001",$,67771442.0,124 minutes,Columbia Pictures,2000,47
165,"The novel of the same name by author Tom Savage becomes this horror film starring Marley Shelton as Kate Davies. Kate's in a troubled relationship with journalist Adam Carr (David Boreanaz), a problem drinker, but she receives support from her best friends, the same four girls she's known since grade school: Paige Prescott (Denise Richards), Dorothy Wheeler (Jessica Capshaw), Lily Voight (Jessica Cauffel), and Shelly Fisher (Katherine Heigl). When Shelly is murdered and the other girls begin receiving gruesome Valentine's Day cards signed ""JM,"" they begin to speculate that the killer could be an awkward schoolmate named Jeremy Melton, whom they once teased mercilessly at a school dance, leading to his beating and humiliation. Dorothy in particular is afraid that a false accusation she made against Jeremy might be causing him to seek bloody retribution, but the macho detective (Fulvio Cecere) assigned to investigate Shelly's murder has some other suspects in mind. As the body count is racked up and Dorothy's lavish Valentine's Day party approaches, Kate begins to suspect that the true identity of Jeremy, who likely underwent plastic surgery to alter his appearance, could hit very close to home. Valentine is the second slasher flick from Urban Legend (1998) director Jamie Blanks.",R,Horror,Jamie Blanks,,2001-02-02,"Jul 24, 2001",$,19755422.0,96 minutes,Warner Bros. Pictures,2001,10
165,"The novel of the same name by author Tom Savage becomes this horror film starring Marley Shelton as Kate Davies. Kate's in a troubled relationship with journalist Adam Carr (David Boreanaz), a problem drinker, but she receives support from her best friends, the same four girls she's known since grade school: Paige Prescott (Denise Richards), Dorothy Wheeler (Jessica Capshaw), Lily Voight (Jessica Cauffel), and Shelly Fisher (Katherine Heigl). When Shelly is murdered and the other girls begin receiving gruesome Valentine's Day cards signed ""JM,"" they begin to speculate that the killer could be an awkward schoolmate named Jeremy Melton, whom they once teased mercilessly at a school dance, leading to his beating and humiliation. Dorothy in particular is afraid that a false accusation she made against Jeremy might be causing him to seek bloody retribution, but the macho detective (Fulvio Cecere) assigned to investigate Shelly's murder has some other suspects in mind. As the body count is racked up and Dorothy's lavish Valentine's Day party approaches, Kate begins to suspect that the true identity of Jeremy, who likely underwent plastic surgery to alter his appearance, could hit very close to home. Valentine is the second slasher flick from Urban Legend (1998) director Jamie Blanks.",R,Mystery and Suspense,Jamie Blanks,,2001-02-02,"Jul 24, 2001",$,19755422.0,96 minutes,Warner Bros. Pictures,2001,10
182,"When their new guardians forbid 16-year old Andi and her younger brother, Bruce to have a pet, Andi has to use her quick wit to help find a new home for their dog, Friday. The resourceful kids stumble upon an abandoned hotel and using Bruce's talents as a mechanical genius, transform it into a magical dog-paradise for Friday--and eventually for all Friday's friends. When barking dogs make the neighbors suspicious, Andi and Bruce use every invention they have to avoid anyone discovering ""who let the dogs in.""",PG,Action and Adventure,Thor Freudenthal,Jeff Lowell|Lois Duncan|Robert Schooley|Mark McCorkle,2009-01-16,"Apr 28, 2009",$,73023275.0,100 minutes,Dreamworks Pictures,2009,43
182,"When their new guardians forbid 16-year old Andi and her younger brother, Bruce to have a pet, Andi has to use her quick wit to help find a new home for their dog, Friday. The resourceful kids stumble upon an abandoned hotel and using Bruce's talents as a mechanical genius, transform it into a magical dog-paradise for Friday--and eventually for all Friday's friends. When barking dogs make the neighbors suspicious, Andi and Bruce use every invention they have to avoid anyone discovering ""who let the dogs in.""",PG,Comedy,Thor Freudenthal,Jeff Lowell|Lois Duncan|Robert Schooley|Mark McCorkle,2009-01-16,"Apr 28, 2009",$,73023275.0,100 minutes,Dreamworks Pictures,2009,43
182,"When their new guardians forbid 16-year old Andi and her younger brother, Bruce to have a pet, Andi has to use her quick wit to help find a new home for their dog, Friday. The resourceful kids stumble upon an abandoned hotel and using Bruce's talents as a mechanical genius, transform it into a magical dog-paradise for Friday--and eventually for all Friday's friends. When barking dogs make the neighbors suspicious, Andi and Bruce use every invention they have to avoid anyone discovering ""who let the dogs in.""",PG,Kids and Family,Thor Freudenthal,Jeff Lowell|Lois Duncan|Robert Schooley|Mark McCorkle,2009-01-16,"Apr 28, 2009",$,73023275.0,100 minutes,Dreamworks Pictures,2009,43
188,"From the producers of Little Miss Sunshine - When an unusual classified ad inspires three cynical Seattle magazine employees to look for the story behind it, they discover a mysterious eccentric named Kenneth, a likable but paranoid supermarket clerk, who believes he's solved the riddle of time travel and intends to depart again soon. Together, they embark on a hilarious, smart, and unexpectedly heartfelt journey that reveals how far believing can take you. -- (C) Official Site",R,Comedy,Colin Trevorrow,Derek Connolly,2012-06-08,"Oct 30, 2012",$,4007792.0,86 minutes,Film District,2012,90
188,"From the producers of Little Miss Sunshine - When an unusual classified ad inspires three cynical Seattle magazine employees to look for the story behind it, they discover a mysterious eccentric named Kenneth, a likable but paranoid supermarket clerk, who believes he's solved the riddle of time travel and intends to depart again soon. Together, they embark on a hilarious, smart, and unexpectedly heartfelt journey that reveals how far believing can take you. -- (C) Official Site",R,Drama,Colin Trevorrow,Derek Connolly,2012-06-08,"Oct 30, 2012",$,4007792.0,86 minutes,Film District,2012,90
191,"Award-winning filmmaker Rakeysh Omprakash Mehra (writer/director of the BAFTA-nominated Rang De Basanti starring Aamir Khan) returns with his newest film BHAAG MILKHA BHAAG telling the true story of the ""Flying Sikh"" - world champion runner and Olympian Milkha Singh. Played by acclaimed actor Farhan Akhtar, Singh overcame the bloody massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes. (c) Reliance Entertainment",NR,Drama,Rakeysh Omprakash Mehra|Rakeysh Omprakesh Mehra,Prasoon Joshi,2013-07-12,"Jan 12, 2015",$,1626289.0,188 minutes,Reliance Entertainment,2013,84
196,"A multi-millionaire plans a scam that goes wrong in a great many ways in this comedy. Malcolm King (Anthony Anderson) is a wildly successful businessman who has gotten used to having things his own way. When King decides to divorce his wife, she's none too thrilled at the prospect and makes it clear she will make him pay a huge settlement in exchange for his freedom. King isn't keen on this idea, so he and his mistress hatch a scheme by which one of her friends (Jay Mohr) will ""kidnap"" King and demand a large portion of his fortune for his return, which will be kicked back to the businessman later. But King seriously underestimates the ineptitude of his would-be kidnapper -- no to mention how many other people want a piece of his fortune. King's Ransom also stars Regina Hall, Leila Arcieri, Charlie Murphy, and Donald Faison.",PG-13,Comedy,Jeff Byrd,Wayne Conley,2005-04-22,"Jul 26, 2005",$,3998889.0,98 minutes,WARNER BROTHERS PICTURES,2005,2
